season,award,voter,outlet,place,selection,points
2024,OPOTY,Sam Monson,The 33rd Team,1,Saquon Barkley,10
2024,OPOTY,Sam Monson,The 33rd Team,2,Ja’Marr Chase,5
2024,OPOTY,Sam Monson,The 33rd Team,3,Derrick Henry,3
2024,OPOTY,Sam Monson,The 33rd Team,4,Jahmyr Gibbs,2
2024,OPOTY,Sam Monson,The 33rd Team,5,Justin Jefferson,1
2024,OPOTY,Bruce Murray,SiriusXM,1,Saquon Barkley,10
2024,OPOTY,Bruce Murray,SiriusXM,2,Ja’Marr Chase,5
2024,OPOTY,Bruce Murray,SiriusXM,3,Lamar Jackson,3
2024,OPOTY,Bruce Murray,SiriusXM,4,Joe Burrow,2
2024,OPOTY,Bruce Murray,SiriusXM,5,Baker Mayfield,1
2024,OPOTY,Gary Myers,NFL author,1,Saquon Barkley,10
2024,OPOTY,Gary Myers,NFL author,2,Ja’Marr Chase,5
2024,OPOTY,Gary Myers,NFL author,3,Lamar Jackson,3
2024,OPOTY,Gary Myers,NFL author,4,Derrick Henry,2
2024,OPOTY,Gary Myers,NFL author,5,Joe Burrow,1
2024,OPOTY,Laura Okmin,Fox Sports,1,Saquon Barkley,10
2024,OPOTY,Laura Okmin,Fox Sports,2,Joe Burrow,5
2024,OPOTY,Laura Okmin,Fox Sports,3,Ja’Marr Chase,3
2024,OPOTY,Laura Okmin,Fox Sports,4,Lamar Jackson,2
2024,OPOTY,Laura Okmin,Fox Sports,5,Josh Allen,1
2024,OPOTY,Dan Orlovsky,ESPN,1,Lamar Jackson,10
2024,OPOTY,Dan Orlovsky,ESPN,2,Saquon Barkley,5
2024,OPOTY,Dan Orlovsky,ESPN,3,Joe Burrow,3
2024,OPOTY,Dan Orlovsky,ESPN,4,Ja’Marr Chase,2
2024,OPOTY,Dan Orlovsky,ESPN,5,Derrick Henry,1
2024,OPOTY,Nick Pavlatos,SiriusXM,1,Saquon Barkley,10
2024,OPOTY,Nick Pavlatos,SiriusXM,2,Lamar Jackson,5
2024,OPOTY,Nick Pavlatos,SiriusXM,3,Derrick Henry,3
2024,OPOTY,Nick Pavlatos,SiriusXM,4,Ja’Marr Chase,2
2024,OPOTY,Nick Pavlatos,SiriusXM,5,Josh Allen,1
2024,OPOTY,Dan Pompei,The Athletic,1,Joe Burrow,10
2024,OPOTY,Dan Pompei,The Athletic,2,Lamar Jackson,5
2024,OPOTY,Dan Pompei,The Athletic,3,Josh Allen,3
2024,OPOTY,Dan Pompei,The Athletic,4,Derrick Henry,2
2024,OPOTY,Dan Pompei,The Athletic,5,Saquon Barkley,1
2024,OPOTY,Nora Princiotti,The Ringer,1,Saquon Barkley,10
2024,OPOTY,Nora Princiotti,The Ringer,2,Derrick Henry,5
2024,OPOTY,Nora Princiotti,The Ringer,3,Ja’Marr Chase,3
2024,OPOTY,Nora Princiotti,The Ringer,4,Justin Jefferson,2
2024,OPOTY,Nora Princiotti,The Ringer,5,Kyren Williams,1
2024,OPOTY,Pete Prisco,CBS,1,Lamar Jackson,10
2024,OPOTY,Pete Prisco,CBS,2,Saquon Barkley,5
2024,OPOTY,Pete Prisco,CBS,3,Joe Burrow,3
2024,OPOTY,Pete Prisco,CBS,4,Ja’Marr Chase,2
2024,OPOTY,Pete Prisco,CBS,5,Josh Allen,1
2024,OPOTY,Lorenzo Reyes,USA Today,1,Saquon Barkley,10
2024,OPOTY,Lorenzo Reyes,USA Today,2,Ja’Marr Chase,5
2024,OPOTY,Lorenzo Reyes,USA Today,3,Derrick Henry,3
2024,OPOTY,Lorenzo Reyes,USA Today,4,Jahmyr Gibbs,2
2024,OPOTY,Lorenzo Reyes,USA Today,5,Justin Jefferson,1
2024,OPOTY,Charles Robinson,Yahoo Sports,1,Saquon Barkley,10
2024,OPOTY,Charles Robinson,Yahoo Sports,2,Ja’Marr Chase,5
2024,OPOTY,Charles Robinson,Yahoo Sports,3,Lamar Jackson,3
2024,OPOTY,Charles Robinson,Yahoo Sports,4,Derrick Henry,2
2024,OPOTY,Charles Robinson,Yahoo Sports,5,Joe Burrow,1
2024,OPOTY,Dianna Russini,The Athletic,1,Saquon Barkley,10
2024,OPOTY,Dianna Russini,The Athletic,2,Ja’Marr Chase,5
2024,OPOTY,Dianna Russini,The Athletic,3,Derrick Henry,3
2024,OPOTY,Dianna Russini,The Athletic,4,Lamar Jackson,2
2024,OPOTY,Dianna Russini,The Athletic,5,Josh Allen,1
2024,OPOTY,Armando Salguero,Outkick.com,1,Lamar Jackson,10
2024,OPOTY,Armando Salguero,Outkick.com,2,Joe Burrow,5
2024,OPOTY,Armando Salguero,Outkick.com,3,Josh Allen,3
2024,OPOTY,Armando Salguero,Outkick.com,4,Saquon Barkley,2
2024,OPOTY,Armando Salguero,Outkick.com,5,Derrick Henry,1
2024,OPOTY,Mike Sando,The Athletic,1,Saquon Barkley,10
2024,OPOTY,Mike Sando,The Athletic,2,Ja’Marr Chase,5
2024,OPOTY,Mike Sando,The Athletic,3,Derrick Henry,3
2024,OPOTY,Mike Sando,The Athletic,4,Justin Jefferson,2
2024,OPOTY,Mike Sando,The Athletic,5,Amon-Ra St.Brown,1
2024,OPOTY,Aaron Schatz,FTN Network,1,Derrick Henry,10
2024,OPOTY,Aaron Schatz,FTN Network,2,Ja’Marr Chase,5
2024,OPOTY,Aaron Schatz,FTN Network,3,Saquon Barkley,3
2024,OPOTY,Aaron Schatz,FTN Network,4,George Kittle,2
2024,OPOTY,Aaron Schatz,FTN Network,5,Jahmyr Gibbs,1
2024,OPOTY,Adam Schein,CBS Sports,1,Saquon Barkley,10
2024,OPOTY,Adam Schein,CBS Sports,2,Joe Burrow,5
2024,OPOTY,Adam Schein,CBS Sports,3,Ja’Marr Chase,3
2024,OPOTY,Adam Schein,CBS Sports,4,Josh Allen,2
2024,OPOTY,Adam Schein,CBS Sports,5,Lamar Jackson,1
2024,OPOTY,Mike Silver,The Athletic,1,Josh Allen,10
2024,OPOTY,Mike Silver,The Athletic,2,Lamar Jackson,5
2024,OPOTY,Mike Silver,The Athletic,3,Jared Goff,3
2024,OPOTY,Mike Silver,The Athletic,4,Saquon Barkley,2
2024,OPOTY,Mike Silver,The Athletic,5,Patrick Mahomes,1
2024,OPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,1,Saquon Barkley,10
2024,OPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,2,Lamar Jackson,5
2024,OPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,3,Josh Allen,3
2024,OPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,4,Ja’Marr Chase,2
2024,OPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,5,Joe Burrow,1
2024,OPOTY,Chris Simms,NBC Sports,1,Saquon Barkley,10
2024,OPOTY,Chris Simms,NBC Sports,2,Ja’Marr Chase,5
2024,OPOTY,Chris Simms,NBC Sports,3,Derrick Henry,3
2024,OPOTY,Chris Simms,NBC Sports,4,Jahmyr Gibbs,2
2024,OPOTY,Chris Simms,NBC Sports,5,Josh Jacobs,1
2024,OPOTY,Mike Tirico,NBC Sports,1,Saquon Barkley,10
2024,OPOTY,Mike Tirico,NBC Sports,2,Ja’Marr Chase,5
2024,OPOTY,Mike Tirico,NBC Sports,3,Joe Burrow,3
2024,OPOTY,Mike Tirico,NBC Sports,4,Lamar Jackson,2
2024,OPOTY,Mike Tirico,NBC Sports,5,Josh Allen,1
2024,OPOTY,Ben Volin,Boston Globe,1,Saquon Barkley,10
2024,OPOTY,Ben Volin,Boston Globe,2,Ja’Marr Chase,5
2024,OPOTY,Ben Volin,Boston Globe,3,Derrick Henry,3
2024,OPOTY,Ben Volin,Boston Globe,4,Jahmyr Gibbs,2
2024,OPOTY,Ben Volin,Boston Globe,5,Kyren Williams,1
2024,OPOTY,Charean Williams,Pro Football Talk,1,Saquon Barkley,10
2024,OPOTY,Charean Williams,Pro Football Talk,2,Ja’Marr Chase,5
2024,OPOTY,Charean Williams,Pro Football Talk,3,Derrick Henry,3
2024,OPOTY,Charean Williams,Pro Football Talk,4,Jahmyr Gibbs,2
2024,OPOTY,Charean Williams,Pro Football Talk,5,Justin Jefferson,1
2024,DPOTY,Emmanuel Acho,FS1,1,Zack Baun,10
2024,DPOTY,Emmanuel Acho,FS1,2,Xavier McKinney,5
2024,DPOTY,Emmanuel Acho,FS1,3,Kerby Joseph,3
2024,DPOTY,Emmanuel Acho,FS1,4,Trey Hendrickson,2
2024,DPOTY,Emmanuel Acho,FS1,5,Myles Garrett,1
2024,DPOTY,Kay Adams,FanDuel TV,1,Trey Hendrickson,10
2024,DPOTY,Kay Adams,FanDuel TV,2,Patrick Surtain II,5
2024,DPOTY,Kay Adams,FanDuel TV,3,T.J. Watt,3
2024,DPOTY,Kay Adams,FanDuel TV,4,Kerby Joseph,2
2024,DPOTY,Kay Adams,FanDuel TV,5,Myles Garrett,1
2024,DPOTY,Greg Auman,Fox Sports,1,Patrick Surtain II,10
2024,DPOTY,Greg Auman,Fox Sports,2,Trey Hendrickson,5
2024,DPOTY,Greg Auman,Fox Sports,3,Myles Garrett,3
2024,DPOTY,Greg Auman,Fox Sports,4,Zack Baun,2
2024,DPOTY,Greg Auman,Fox Sports,5,Nik Bonitto,1
2024,DPOTY,Jarrett Bell,USA Today,1,Trey Hendrickson,10
2024,DPOTY,Jarrett Bell,USA Today,2,Kerby Joseph,5
2024,DPOTY,Jarrett Bell,USA Today,3,Nik Bonitto,3
2024,DPOTY,Jarrett Bell,USA Today,4,Patrick Surtain II,2
2024,DPOTY,Jarrett Bell,USA Today,5,Myles Garrett,1
2024,DPOTY,Dave Birkett,Detroit Free Press,1,T.J. Watt,10
2024,DPOTY,Dave Birkett,Detroit Free Press,2,Myles Garrett,5
2024,DPOTY,Dave Birkett,Detroit Free Press,3,Patrick Surtain II,3
2024,DPOTY,Dave Birkett,Detroit Free Press,4,Trey Hendrickson,2
2024,DPOTY,Dave Birkett,Detroit Free Press,5,Kerby Joseph,1
2024,DPOTY,Tom Brady,Fox Sports,1,Trey Hendrickson,10
2024,DPOTY,Tom Brady,Fox Sports,2,Patrick Surtain II,5
2024,DPOTY,Tom Brady,Fox Sports,3,Kerby Joseph,3
2024,DPOTY,Tom Brady,Fox Sports,4,Myles Garrett,2
2024,DPOTY,Tom Brady,Fox Sports,5,Danielle Hunter,1
2024,DPOTY,Tedy Bruschi,ESPN,1,Trey Hendrickson,10
2024,DPOTY,Tedy Bruschi,ESPN,2,Patrick Surtain II,5
2024,DPOTY,Tedy Bruschi,ESPN,3,Zack Baun,3
2024,DPOTY,Tedy Bruschi,ESPN,4,Kerby Joseph,2
2024,DPOTY,Tedy Bruschi,ESPN,5,Myles Garrett,1
2024,DPOTY,Vic Carucci,WGRZ radio,1,Trey Hendrickson,10
2024,DPOTY,Vic Carucci,WGRZ radio,2,T.J. Watt,5
2024,DPOTY,Vic Carucci,WGRZ radio,3,Myles Garrett,3
2024,DPOTY,Vic Carucci,WGRZ radio,4,Patrick Surtain II,2
2024,DPOTY,Vic Carucci,WGRZ radio,5,Xavier McKinney,1
2024,DPOTY,Mark Craig,Minneapolis Star Tribune,1,Jonathan Greenard,10
2024,DPOTY,Mark Craig,Minneapolis Star Tribune,2,Patrick Surtain II,5
2024,DPOTY,Mark Craig,Minneapolis Star Tribune,3,Zack Baun,3
2024,DPOTY,Mark Craig,Minneapolis Star Tribune,4,T.J. Watt,2
2024,DPOTY,Mark Craig,Minneapolis Star Tribune,5,Andrew Van Ginkel,1
2024,DPOTY,Tom Curran,NBC Sports Boston,1,Patrick Surtain II,10
2024,DPOTY,Tom Curran,NBC Sports Boston,2,Myles Garrett,5
2024,DPOTY,Tom Curran,NBC Sports Boston,3,Trey Hendrickson,3
2024,DPOTY,Tom Curran,NBC Sports Boston,4,T.J. Watt,2
2024,DPOTY,Tom Curran,NBC Sports Boston,5,Zack Baun,1
2024,DPOTY,Nate Davis,USA Today,1,Trey Hendrickson,10
2024,DPOTY,Nate Davis,USA Today,2,Patrick Surtain II,5
2024,DPOTY,Nate Davis,USA Today,3,Myles Garrett,3
2024,DPOTY,Nate Davis,USA Today,4,Nik Bonitto,2
2024,DPOTY,Nate Davis,USA Today,5,Kerby Joseph,1
2024,DPOTY,Anthony DiGuilio,ESPN,1,Andrew Van Ginkel,10
2024,DPOTY,Anthony DiGuilio,ESPN,2,T.J. Watt,5
2024,DPOTY,Anthony DiGuilio,ESPN,3,Patrick Surtain II,3
2024,DPOTY,Anthony DiGuilio,ESPN,4,Zack Baun,2
2024,DPOTY,Anthony DiGuilio,ESPN,5,Myles Garrett,1
2024,DPOTY,Tony Dungy,NBC Sports,1,Patrick Surtain II,10
2024,DPOTY,Tony Dungy,NBC Sports,2,Myles Garrett,5
2024,DPOTY,Tony Dungy,NBC Sports,3,T.J. Watt,3
2024,DPOTY,Tony Dungy,NBC Sports,4,Trey Hendrickson,2
2024,DPOTY,Tony Dungy,NBC Sports,5,Leonard Williams,1
2024,DPOTY,Jori Epstein,Yahoo Sports,1,Patrick Surtain II,10
2024,DPOTY,Jori Epstein,Yahoo Sports,2,Cameron Heyward,5
2024,DPOTY,Jori Epstein,Yahoo Sports,3,Trey Hendrickson,3
2024,DPOTY,Jori Epstein,Yahoo Sports,4,Bobby Wagner,2
2024,DPOTY,Jori Epstein,Yahoo Sports,5,Andrew Van Ginkel,1
2024,DPOTY,Doug Farrar,Athlon Sports,1,Kerby Joseph,10
2024,DPOTY,Doug Farrar,Athlon Sports,2,Trey Hendrickson,5
2024,DPOTY,Doug Farrar,Athlon Sports,3,Myles Garrett,3
2024,DPOTY,Doug Farrar,Athlon Sports,4,Patrick Surtain II,2
2024,DPOTY,Doug Farrar,Athlon Sports,5,Kyle Hamilton,1
2024,DPOTY,Mike Florio,Pro Football Talk,1,Patrick Surtain II,10
2024,DPOTY,Mike Florio,Pro Football Talk,2,T.J. Watt,5
2024,DPOTY,Mike Florio,Pro Football Talk,3,Myles Garrett,3
2024,DPOTY,Mike Florio,Pro Football Talk,4,Trey Hendrickson,2
2024,DPOTY,Mike Florio,Pro Football Talk,5,Kerby Joseph,1
2024,DPOTY,Reuben Frank,NBC Sports Philadelphia,1,Myles Garrett,10
2024,DPOTY,Reuben Frank,NBC Sports Philadelphia,2,Patrick Surtain II,5
2024,DPOTY,Reuben Frank,NBC Sports Philadelphia,3,Kerby Joseph,3
2024,DPOTY,Reuben Frank,NBC Sports Philadelphia,4,Trey Hendrickson,2
2024,DPOTY,Reuben Frank,NBC Sports Philadelphia,5,Zack Baun,1
2024,DPOTY,Rich Gannon,SiriusXM,1,Patrick Surtain II,10
2024,DPOTY,Rich Gannon,SiriusXM,2,Trey Hendrickson,5
2024,DPOTY,Rich Gannon,SiriusXM,3,T.J. Watt,3
2024,DPOTY,Rich Gannon,SiriusXM,4,Myles Garrett,2
2024,DPOTY,Rich Gannon,SiriusXM,5,Kerby Joseph,1
2024,DPOTY,Mike Jones,The Athletic,1,Myles Garrett,10
2024,DPOTY,Lindsay Jones,The Ringer,1,Patrick Surtain II,10
2024,DPOTY,Jonathan Jones,CBS Sports,1,Patrick Surtain II,10
2024,DPOTY,Mike Jones,The Athletic,2,Trey Hendrickson,5
2024,DPOTY,Lindsay Jones,The Ringer,2,Trey Hendrickson,5
2024,DPOTY,Jonathan Jones,CBS Sports,2,T.J. Watt,5
2024,DPOTY,Mike Jones,The Athletic,3,Xavier McKinney,3
2024,DPOTY,Lindsay Jones,The Ringer,3,Kerby Joseph,3
2024,DPOTY,Jonathan Jones,CBS Sports,3,Trey Hendrickson,3
2024,DPOTY,Mike Jones,The Athletic,4,Patrick Surtain II,2
2024,DPOTY,Lindsay Jones,The Ringer,4,Myles Garrett,2
2024,DPOTY,Jonathan Jones,CBS Sports,4,Myles Garrett,2
2024,DPOTY,Mike Jones,The Athletic,5,T.J. Watt,1
2024,DPOTY,Lindsay Jones,The Ringer,5,Zach Allen,1
2024,DPOTY,Jonathan Jones,CBS Sports,5,Kerby Joseph,1
2024,DPOTY,Ira Kaufman,JoeBucsFan.com,1,Patrick Surtain II,10
2024,DPOTY,Ira Kaufman,JoeBucsFan.com,2,T.J. Watt,5
2024,DPOTY,Ira Kaufman,JoeBucsFan.com,3,Myles Garrett,3
2024,DPOTY,Ira Kaufman,JoeBucsFan.com,4,Trey Hendrickson,2
2024,DPOTY,Ira Kaufman,JoeBucsFan.com,5,Zack Baun,1
2024,DPOTY,Mina Kimes,ESPN,1,Patrick Surtain II,10
2024,DPOTY,Mina Kimes,ESPN,2,Myles Garrett,5
2024,DPOTY,Mina Kimes,ESPN,3,Kyle Hamilton,3
2024,DPOTY,Mina Kimes,ESPN,4,Zack Baun,2
2024,DPOTY,Mina Kimes,ESPN,5,Cameron Heyward,1
2024,DPOTY,Aditi Kinkhabwala,CBS,1,Patrick Surtain II,10
2024,DPOTY,Aditi Kinkhabwala,CBS,2,Myles Garrett,5
2024,DPOTY,Aditi Kinkhabwala,CBS,3,Jalen Carter,3
2024,DPOTY,Aditi Kinkhabwala,CBS,4,T.J. Watt,2
2024,DPOTY,Aditi Kinkhabwala,CBS,5,Kyle Hamilton,1
2024,DPOTY,Pat Kirwan,SiriusXM,1,Myles Garrett,10
2024,DPOTY,Pat Kirwan,SiriusXM,2,Kerby Joseph,5
2024,DPOTY,Pat Kirwan,SiriusXM,3,Trey Hendrickson,3
2024,DPOTY,Pat Kirwan,SiriusXM,4,T.J. Watt,2
2024,DPOTY,Pat Kirwan,SiriusXM,5,Chris Jones,1
2024,DPOTY,Diante Lee,The Ringer,1,Patrick Surtain II,10
2024,DPOTY,Diante Lee,The Ringer,2,Myles Garrett,5
2024,DPOTY,Diante Lee,The Ringer,3,T.J. Watt,3
2024,DPOTY,Diante Lee,The Ringer,4,Trey Hendrickson,2
2024,DPOTY,Diante Lee,The Ringer,5,Leonard Williams,1
2024,DPOTY,John McMullen,Sports Illustrated Now,1,T.J. Watt,10
2024,DPOTY,John McMullen,Sports Illustrated Now,2,Patrick Surtain II,5
2024,DPOTY,John McMullen,Sports Illustrated Now,3,Zack Baun,3
2024,DPOTY,John McMullen,Sports Illustrated Now,4,Myles Garrett,2
2024,DPOTY,John McMullen,Sports Illustrated Now,5,Andrew Van Ginkel,1
2024,DPOTY,Jim Miller,SiriusXM,1,Zack Baun,10
2024,DPOTY,Jim Miller,SiriusXM,2,Trey Hendrickson,5
2024,DPOTY,Jim Miller,SiriusXM,3,Myles Garrett,3
2024,DPOTY,Jim Miller,SiriusXM,4,T.J. Watt,2
2024,DPOTY,Jim Miller,SiriusXM,5,Nik Bonitto,1
2024,DPOTY,Sam Monson,The 33rd Team,1,Trey Hendrickson,10
2024,DPOTY,Sam Monson,The 33rd Team,2,Kyle Hamilton,5
2024,DPOTY,Sam Monson,The 33rd Team,3,Myles Garrett,3
2024,DPOTY,Sam Monson,The 33rd Team,4,Zack Baun,2
2024,DPOTY,Sam Monson,The 33rd Team,5,Kerby Joseph,1
2024,DPOTY,Bruce Murray,SiriusXM,1,Patrick Surtain II,10
2024,DPOTY,Bruce Murray,SiriusXM,2,T.J. Watt,5
2024,DPOTY,Bruce Murray,SiriusXM,3,Zack Baun,3
2024,DPOTY,Bruce Murray,SiriusXM,4,Kerby Joseph,2
2024,DPOTY,Bruce Murray,SiriusXM,5,Kyle Hamilton,1
2024,DPOTY,Gary Myers,NFL author,1,Patrick Surtain II,10
2024,DPOTY,Gary Myers,NFL author,2,Kerby Joseph,5
2024,DPOTY,Gary Myers,NFL author,3,T.J. Watt,3
2024,DPOTY,Gary Myers,NFL author,4,Andrew Van Ginkel,2
2024,DPOTY,Gary Myers,NFL author,5,Trey Hendrickson,1
2024,DPOTY,Laura Okmin,Fox Sports,1,Trey Hendrickson,10
2024,DPOTY,Laura Okmin,Fox Sports,2,Patrick Surtain II,5
2024,DPOTY,Laura Okmin,Fox Sports,3,Myles Garrett,3
2024,DPOTY,Laura Okmin,Fox Sports,4,T.J. Watt,2
2024,DPOTY,Laura Okmin,Fox Sports,5,Kerby Joseph,1
2024,DPOTY,Dan Orlovsky,ESPN,1,Patrick Surtain II,10
2024,DPOTY,Dan Orlovsky,ESPN,2,Kyle Hamilton,5
2024,DPOTY,Dan Orlovsky,ESPN,3,Jalen Carter,3
2024,DPOTY,Dan Orlovsky,ESPN,4,Zack Baun,2
2024,DPOTY,Dan Orlovsky,ESPN,5,Trey Hendrickson,1
2024,DPOTY,Nick Pavlatos,SiriusXM,1,Patrick Surtain II,10
2024,DPOTY,Nick Pavlatos,SiriusXM,2,Myles Garrett,5
2024,DPOTY,Nick Pavlatos,SiriusXM,3,T.J. Watt,3
2024,DPOTY,Nick Pavlatos,SiriusXM,4,Trey Hendrickson,2
2024,DPOTY,Nick Pavlatos,SiriusXM,5,Nik Bonitto,1
2024,DPOTY,Dan Pompei,The Athletic,1,Trey Hendrickson,10
2024,DPOTY,Dan Pompei,The Athletic,2,Xavier McKinney,5
2024,DPOTY,Dan Pompei,The Athletic,3,Kerby Joseph,3
2024,DPOTY,Dan Pompei,The Athletic,4,Myles Garrett,2
2024,DPOTY,Dan Pompei,The Athletic,5,Patrick Surtain II,1
2024,DPOTY,Nora Princiotti,The Ringer,1,Trey Hendrickson,10
2024,DPOTY,Nora Princiotti,The Ringer,2,Patrick Surtain II,5
2024,DPOTY,Nora Princiotti,The Ringer,3,Zack Baun,3
2024,DPOTY,Nora Princiotti,The Ringer,4,Myles Garrett,2
2024,DPOTY,Nora Princiotti,The Ringer,5,Xavier McKinney,1
2024,DPOTY,Pete Prisco,CBS,1,Patrick Surtain II,10
2024,DPOTY,Pete Prisco,CBS,2,Myles Garrett,5
2024,DPOTY,Pete Prisco,CBS,3,Trey Hendrickson,3
2024,DPOTY,Pete Prisco,CBS,4,T.J. Watt,2
2024,DPOTY,Pete Prisco,CBS,5,Nik Bonitto,1
2024,DPOTY,Lorenzo Reyes,USA Today,1,Patrick Surtain II,10
2024,DPOTY,Lorenzo Reyes,USA Today,2,Trey Hendrickson,5
2024,DPOTY,Lorenzo Reyes,USA Today,3,Myles Garrett,3
2024,DPOTY,Lorenzo Reyes,USA Today,4,T.J. Watt,2
2024,DPOTY,Lorenzo Reyes,USA Today,5,Zack Baun,1
2024,DPOTY,Charles Robinson,Yahoo Sports,1,Patrick Surtain II,10
2024,DPOTY,Charles Robinson,Yahoo Sports,2,Trey Hendrickson,5
2024,DPOTY,Charles Robinson,Yahoo Sports,3,Myles Garrett,3
2024,DPOTY,Charles Robinson,Yahoo Sports,4,Micah Parsons,2
2024,DPOTY,Charles Robinson,Yahoo Sports,5,Kerby Joseph,1
2024,DPOTY,Dianna Russini,The Athletic,1,Patrick Surtain II,10
2024,DPOTY,Dianna Russini,The Athletic,2,Myles Garrett,5
2024,DPOTY,Dianna Russini,The Athletic,3,Zack Baun,3
2024,DPOTY,Dianna Russini,The Athletic,4,T.J. Watt,2
2024,DPOTY,Dianna Russini,The Athletic,5,Nik Bonitto,1
2024,DPOTY,Armando Salguero,Outkick.com,1,Trey Hendrickson,10
2024,DPOTY,Armando Salguero,Outkick.com,2,Myles Garrett,5
2024,DPOTY,Armando Salguero,Outkick.com,3,Nik Bonitto,3
2024,DPOTY,Armando Salguero,Outkick.com,4,T.J. Watt,2
2024,DPOTY,Armando Salguero,Outkick.com,5,Andrew Van Ginkel,1
2024,DPOTY,Mike Sando,The Athletic,1,Myles Garrett,10
2024,DPOTY,Mike Sando,The Athletic,2,Patrick Surtain II,5
2024,DPOTY,Mike Sando,The Athletic,3,Will Anderson,3
2024,DPOTY,Mike Sando,The Athletic,4,Leonard Williams,2
2024,DPOTY,Mike Sando,The Athletic,5,T.J. Watt,1
2024,DPOTY,Aaron Schatz,FTN Network,1,Patrick Surtain II,10
2024,DPOTY,Aaron Schatz,FTN Network,2,Zack Baun,5
2024,DPOTY,Aaron Schatz,FTN Network,3,Trey Hendrickson,3
2024,DPOTY,Aaron Schatz,FTN Network,4,Zach Allen,2
2024,DPOTY,Aaron Schatz,FTN Network,5,Christian Benford,1
2024,DPOTY,Adam Schein,CBS Sports,1,Patrick Surtain II,10
2024,DPOTY,Adam Schein,CBS Sports,2,Trey Hendrickson,5
2024,DPOTY,Adam Schein,CBS Sports,3,T.J. Watt,3
2024,DPOTY,Adam Schein,CBS Sports,4,Xavier McKinney,2
2024,DPOTY,Adam Schein,CBS Sports,5,Zack Baun,1
2024,DPOTY,Mike Silver,The Athletic,1,Patrick Surtain II,10
2024,DPOTY,Mike Silver,The Athletic,2,Zack Baun,5
2024,DPOTY,Mike Silver,The Athletic,3,Kerby Joseph,3
2024,DPOTY,Mike Silver,The Athletic,4,Nik Bonitto,2
2024,DPOTY,Mike Silver,The Athletic,5,Chris Jones,1
2024,DPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,1,Myles Garrett,10
2024,DPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,2,Patrick Surtain II,5
2024,DPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,3,Trey Hendrickson,3
2024,DPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,4,T.J. Watt,2
2024,DPOTY,Tom Silverstein,Milwaukee Journal-Sentinel,5,Trent McDuffie,1
2024,DPOTY,Chris Simms,NBC Sports,1,Patrick Surtain II,10
2024,DPOTY,Chris Simms,NBC Sports,2,T.J. Watt,5
2024,DPOTY,Chris Simms,NBC Sports,3,Myles Garrett,3
2024,DPOTY,Chris Simms,NBC Sports,4,Kerby Joseph,2
2024,DPOTY,Chris Simms,NBC Sports,5,Jalen Carter,1
2024,DPOTY,Mike Tirico,NBC Sports,1,Patrick Surtain II,10
2024,DPOTY,Mike Tirico,NBC Sports,2,Trey Hendrickson,5
2024,DPOTY,Mike Tirico,NBC Sports,3,T.J. Watt,3
2024,DPOTY,Mike Tirico,NBC Sports,4,Myles Garrett,2
2024,DPOTY,Mike Tirico,NBC Sports,5,Kerby Joseph,1
2024,DPOTY,Ben Volin,Boston Globe,1,T.J. Watt,10
2024,DPOTY,Ben Volin,Boston Globe,2,Andrew Van Ginkel,5
2024,DPOTY,Ben Volin,Boston Globe,3,Trey Hendrickson,3
2024,DPOTY,Ben Volin,Boston Globe,4,Zaire Franklin,2
2024,DPOTY,Ben Volin,Boston Globe,5,Nik Bonitto,1
2024,DPOTY,Charean Williams,Pro Football Talk,1,Patrick Surtain II,10
2024,DPOTY,Charean Williams,Pro Football Talk,2,Myles Garrett,5
2024,DPOTY,Charean Williams,Pro Football Talk,3,Trey Hendrickson,3
2024,DPOTY,Charean Williams,Pro Football Talk,4,Derek Stingley,2
2024,DPOTY,Charean Williams,Pro Football Talk,5,T.J. Watt,1
2024,OROTY,Emmanuel Acho,FS1,1,Jayden Daniels,10
2024,OROTY,Emmanuel Acho,FS1,2,Brock Bowers,5
2024,OROTY,Emmanuel Acho,FS1,3,Malik Nabers,3
2024,OROTY,Emmanuel Acho,FS1,4,Bo Nix,2
2024,OROTY,Emmanuel Acho,FS1,5,Brian Thomas Jr.,1
2024,OROTY,Kay Adams,FanDuel TV,1,Jayden Daniels,10
2024,OROTY,Kay Adams,FanDuel TV,2,Bo Nix,5
2024,OROTY,Kay Adams,FanDuel TV,3,Brock Bowers,3
2024,OROTY,Kay Adams,FanDuel TV,4,Brian Thomas Jr.,2
2024,OROTY,Kay Adams,FanDuel TV,5,Bucky Irving,1
2024,OROTY,Greg Auman,Fox Sports,1,Jayden Daniels,10
2024,OROTY,Greg Auman,Fox Sports,2,Bo Nix,5
2024,OROTY,Greg Auman,Fox Sports,3,Brock Bowers,3
2024,OROTY,Greg Auman,Fox Sports,4,Bucky Irving,2
2024,OROTY,Greg Auman,Fox Sports,5,Brian Thomas Jr.,1
2024,OROTY,Jarrett Bell,USA Today,1,Jayden Daniels,10
